fyear,gvkey,misstate,at,che,dltt,lt,ni,rect,sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1009,0,32.335,0.002,17.691,26.073,2.135,6.895,40.522,,,term,meaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1011,0,7.784,0.171,5.871,7.117,-1.869,0.29,3.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1017,0,118.12,3.132,37.603,73.727,2.574,47.366,144.258,,,fyear,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1021,0,34.591,0.411,8.906,25.545,0.422,8.522,48.292,,,gvkey,Company ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1028,0,27.542,1.017,0.266,39.684,-22.812,6.354,33.543,,,misstate,"1 = fraud, 0 = clean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1034,0,328.495,8.478,101.386,217.48,14.106,75.212,275.457,,,at,Total Assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1036,0,1011.901,113.271,195.221,535.625,26.381,257.402,1437.561,,,che,Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1043,0,677.736,50.125,92.131,494.135,-41.532,162.197,876.545,,,dltt,Debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1045,0,13353.6,949.3,3271.9,9626.2,-39.6,951.4,11719.6,,,lt,Total Liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1050,0,0.126,0,0.226,0.904,-1.61,0,0,,,ni,Net Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1054,0,166.156,35.334,2.143,53.351,4.974,60.655,207.486,,,rect,Receivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1056,0,123.616,1.355,40.827,67.232,2.505,36.685,122.562,,,sale,Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1058,0,79.11,1.028,26.644,105.12,-17.769,19.728,126.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1065,0,12.78,6.125,6.262,16.363,-45.947,0.19,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1073,0,1.412,0.108,0,1.229,-0.692,0.278,3.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1075,0,7010.645,59.358,3218.168,5137.687,128.393,189.291,1596.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1078,0,5563.151,53.15,134.84,2729.534,965.774,1070.189,6158.682,,,,values in millions(USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1081,0,2475.7,0,389.9,1329.7,-44.6,292.9,3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1082,0,76.606,2.266,39.104,57.93,1.027,12.765,77.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1094,0,68.244,19.667,4,21.202,5.002,20.07,121.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1095,0,214.325,2.373,239.076,283.91,-14.518,29.273,159.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1096,0,170.47,0,4.791,66.588,-9.024,50.195,343.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1098,0,129.26,6.681,6.259,61.537,5.113,25.963,199.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1099,0,60.42,0.109,22.71,32.613,3.69,18.392,90.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1104,0,37.753,1.57,9.771,17.927,1.3,7.489,44.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1108,0,81.832,1.364,5.586,60.491,-16.995,16.755,130.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1109,0,2.127,0.001,0,0.783,-0.085,0.355,3.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1111,0,4.817,1.581,0,19.554,-26.838,1.657,28.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1115,0,58.96,10.598,0,22.481,3.342,17.796,75.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1116,0,11.803,0.191,2.597,5.439,-0.575,2.458,18.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1117,0,55.362,6.736,10.948,33.175,1.7,8.181,80.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1121,0,19.567,1.177,3.888,15.009,1.844,9.089,110.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1128,0,243.078,44.569,7.059,60.581,17.517,78.796,666.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1137,0,33.181,3.018,0.74,10.944,8.453,11.807,88.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1138,0,17.483,11.85,0,0.764,2.662,1.424,3.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1141,0,3.648,0.131,0.361,3.213,-0.183,1.288,5.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1151,0,15.768,0.126,1.167,5.727,1.184,4.77,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1154,0,24.84,1.004,2.593,15.388,2.198,5.436,34.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1155,0,23.899,2.395,8.816,14.946,-0.81,5.666,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1161,0,1111.692,115.073,131.307,475.388,-53.552,153.458,1059.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1164,0,168.542,1.149,93.874,129.131,9.792,20.897,154.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
